SNO,Values,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Value 11,Value 12,Value 13
174,41639.41496,41657.92137,41676.42777,41694.93418,41713.44059,41731.94699,41750.4534,41768.95981,41787.46621,41805.97262,41824.47903,41842.98543,41861.49184
175,41879.99825,41898.50465,41917.01106,41935.51747,41954.02387,41972.53028,41991.03669,42009.54309,42028.0495,42046.55591,42065.06231,42083.56872,42102.07513
176,42120.58153,42139.08794,42157.59435,42176.10075,42194.60716,42213.11357,42231.61997,42250.12638,42268.63279,42287.13919,42305.6456,42324.15201,42342.65841
177,42361.16482,42379.67123,42398.17763,42416.68404,42435.19045,42453.69685,42472.20326,42490.70967,42509.21607,42527.72248,42546.22889,42564.73529,42583.2417
178,42601.74811,42620.25451,42638.76092,42657.26733,42675.77373,42694.28014,42712.78655,42731.29295,42749.79936,42768.30576,42786.81217,42805.31858,42823.82498
179,42842.33139,42860.8378,42879.3442,42897.85061,42916.35702,42934.86342,42953.36983,42971.87624,42990.38264,43008.88905,43027.39546,43045.90186,43064.40827
180,43082.91468,43101.42108,43119.92749,43138.4339,43156.9403,43175.44671,43193.95312,43212.45952,43230.96593,43249.47234,43267.97874,43286.48515,43304.99156
181,43323.49796,43342.00437,43360.51078,43379.01718,43397.52359,43416.03,43434.5364,43453.04281,43471.54922,43490.05562,43508.56203,43527.06844,43545.57484
182,43564.08125,43582.58766,43601.09406,43619.60047,43638.10688,43656.61328,43675.11969,43693.6261,43712.1325,43730.63891,43749.14532,43767.65172,43786.15813
183,43804.66454,43823.17094,43841.67735,43860.18376,43878.69016,43897.19657,43915.70298,43934.20938,43952.71579,43971.2222,43989.7286,44008.23501,44026.74142
184,44045.24782,44063.75423,44082.26064,44100.76704,44119.27345,44137.77986,44156.28626,44174.79267,44193.29908,44211.80548,44230.31189,44248.8183,44267.3247
185,44285.83111,44304.33752,44322.84392,44341.35033,44359.85674,44378.36314,44396.86955,44415.37596,44433.88236,44452.38877,44470.89518,44489.40158,44507.90799
186,44526.4144,44544.9208,44563.42721,44581.93362,44600.44002,44618.94643,44637.45284,44655.95924,44674.46565,44692.97206,44711.47846,44729.98487,44748.49128
187,44766.99768,44785.50409,44804.0105,44822.5169,44841.02331,44859.52972,44878.03612,44896.54253,44915.04894,44933.55534,44952.06175,44970.56816,44989.07456
188,45007.58097,45026.08738,45044.59378,45063.10019,45081.6066,45100.113,45118.61941,45137.12582,45155.63222,45174.13863,45192.64504,45211.15144,45229.65785
189,45248.16426,45266.67066,45285.17707,45303.68348,45322.18988,45340.69629,45359.2027,45377.7091,45396.21551,45414.72192,45433.22832,45451.73473,45470.24114
190,45488.74754,45507.25395,45525.76036,45544.26676,45562.77317,45581.27958,45599.78598,45618.29239,45636.7988,45655.3052,45673.81161,45692.31802,45710.82442
191,45729.33083,45747.83724,45766.34364,45784.85005,45803.35646,45821.86286,45840.36927,45858.87568,45877.38208,45895.88849,45914.3949,45932.9013,45951.40771
192,45969.91412,45988.42052,46006.92693,46025.43334,46043.93974,46062.44615,46080.95256,46099.45896,46117.96537,46136.47178,46154.97818,46173.48459,46191.99099
193,46210.4974,46229.00381,46247.51021,46266.01662,46284.52303,46303.02943,46321.53584,46340.04225,46358.54865,46377.05506,46395.56147,46414.06787,46432.57428
194,46451.08069,46469.58709,46488.0935,46506.59991,46525.10631,46543.61272,46562.11913,46580.62553,46599.13194,46617.63835,46636.14475,46654.65116,46673.15757
195,46691.66397,46710.17038,46728.67679,46747.18319,46765.6896,46784.19601,46802.70241,46821.20882,46839.71523,46858.22163,46876.72804,46895.23445,46913.74085
196,46932.24726,46950.75367,46969.26007,46987.76648,47006.27289,47024.77929,47043.2857,47061.79211,47080.29851,47098.80492,47117.31133,47135.81773,47154.32414
197,47172.83055,47191.33695,47209.84336,47228.34977,47246.85617,47265.36258,47283.86899,47302.37539,47320.8818,47339.38821,47357.89461,47376.40102,47394.90743
198,47413.41383,47431.92024,47450.42665,47468.93305,47487.43946,47505.94587,47524.45227,47542.95868,47561.46509,47579.97149,47598.4779,47616.98431,47635.49071
199,47653.99712,47672.50353,47691.00993,47709.51634,47728.02275,47746.52915,47765.03556,47783.54197,47802.04837,47820.55478,47839.06119,47857.56759,47876.074
200,47894.58041,47913.08681,47931.59322,47950.09963,47968.60603,47987.11244,48005.61885,48024.12525,48042.63166,48061.13807,48079.64447,48098.15088,48116.65729
201,48135.16369,48153.6701,48172.17651,48190.68291,48209.18932,48227.69573,48246.20213,48264.70854,48283.21495,48301.72135,48320.22776,48338.73417,48357.24057
202,48375.74698,48394.25339,48412.75979,48431.2662,48449.77261,48468.27901,48486.78542,48505.29183,48523.79823,48542.30464,48560.81105,48579.31745,48597.82386
203,48616.33027,48634.83667,48653.34308,48671.84949,48690.35589,48708.8623,48727.36871,48745.87511,48764.38152,48782.88793,48801.39433,48819.90074,48838.40715
204,48856.91355,48875.41996,48893.92637,48912.43277,48930.93918,48949.44559,48967.95199,48986.4584,49004.96481,49023.47121,49041.97762,49060.48403,49078.99043
205,49097.49684,49116.00325,49134.50965,49153.01606,49171.52247,49190.02887,49208.53528,49227.04169,49245.54809,49264.0545,49282.56091,49301.06731,49319.57372
206,49338.08013,49356.58653,49375.09294,49393.59935,49412.10575,49430.61216,49449.11857,49467.62497,49486.13138,49504.63779,49523.14419,49541.6506,49560.15701
207,49578.66341,49597.16982,49615.67622,49634.18263,49652.68904,49671.19544,49689.70185,49708.20826,49726.71466,49745.22107,49763.72748,49782.23388,49800.74029
208,49819.2467,49837.7531,49856.25951,49874.76592,49893.27232,49911.77873,49930.28514,49948.79154,49967.29795,49985.80436,50004.31076,50022.81717,50041.32358
209,50059.82998,50078.33639,50096.8428,50115.3492,50133.85561,50152.36202,50170.86842,50189.37483,50207.88124,50226.38764,50244.89405,50263.40046,50281.90686
210,50300.41327,50318.91968,50337.42608,50355.93249,50374.4389,50392.9453,50411.45171,50429.95812,50448.46452,50466.97093,50485.47734,50503.98374,50522.49015
211,50540.99656,50559.50296,50578.00937,50596.51578,50615.02218,50633.52859,50652.035,50670.5414,50689.04781,50707.55422,50726.06062,50744.56703,50763.07344
212,50781.57984,50800.08625,50818.59266,50837.09906,50855.60547,50874.11188,50892.61828,50911.12469,50929.6311,50948.1375,50966.64391,50985.15032,51003.65672
213,51022.16313,51040.66954,51059.17594,51077.68235,51096.18876,51114.69516,51133.20157,51151.70798,51170.21438,51188.72079,51207.2272,51225.7336,51244.24001
214,51262.74642,51281.25282,51299.75923,51318.26564,51336.77204,51355.27845,51373.78486,51392.29126,51410.79767,51429.30408,51447.81048,51466.31689,51484.8233
215,51503.3297,51521.83611,51540.34252,51558.84892,51577.35533,51595.86174,51614.36814,51632.87455,51651.38096,51669.88736,51688.39377,51706.90018,51725.40658
216,51743.91299,51762.4194,51780.9258,51799.43221,51817.93862,51836.44502,51854.95143,51873.45784,51891.96424,51910.47065,51928.97706,51947.48346,51965.98987
217,51984.49628,52003.00268,52021.50909,52040.0155,52058.5219,52077.02831,52095.53472,52114.04112,52132.54753,52151.05394,52169.56034,52188.06675,52206.57316
218,52225.07956,52243.58597,52262.09238,52280.59878,52299.10519,52317.6116,52336.118,52354.62441,52373.13082,52391.63722,52410.14363,52428.65004,52447.15644
219,52465.66285,52484.16926,52502.67566,52521.18207,52539.68848,52558.19488,52576.70129,52595.2077,52613.7141,52632.22051,52650.72692,52669.23332,52687.73973
220,52706.24614,52724.75254,52743.25895,52761.76536,52780.27176,52798.77817,52817.28458,52835.79098,52854.29739,52872.8038,52891.3102,52909.81661,52928.32302
221,52946.82942,52965.33583,52983.84224,53002.34864,53020.85505,53039.36145,53057.86786,53076.37427,53094.88067,53113.38708,53131.89349,53150.39989,53168.9063
222,53187.41271,53205.91911,53224.42552,53242.93193,53261.43833,53279.94474,53298.45115,53316.95755,53335.46396,53353.97037,53372.47677,53390.98318,53409.48959
223,53427.99599,53446.5024,53465.00881,53483.51521,53502.02162,53520.52803,53539.03443,53557.54084,53576.04725,53594.55365,53613.06006,53631.56647,53650.07287
224,53668.57928,53687.08569,53705.59209,53724.0985,53742.60491,53761.11131,53779.61772,53798.12413,53816.63053,53835.13694,53853.64335,53872.14975,53890.65616
225,53909.16257,53927.66897,53946.17538,53964.68179,53983.18819,54001.6946,54020.20101,54038.70741,54057.21382,54075.72023,54094.22663,54112.73304,54131.23945
226,54149.74585,54168.25226,54186.75867,54205.26507,54223.77148,54242.27789,54260.78429,54279.2907,54297.79711,54316.30351,54334.80992,54353.31633,54371.82273
227,54390.32914,54408.83555,54427.34195,54445.84836,54464.35477,54482.86117,54501.36758,54519.87399,54538.38039,54556.8868,54575.39321,54593.89961,54612.40602
228,54630.91243,54649.41883,54667.92524,54686.43165,54704.93805,54723.44446,54741.95087,54760.45727,54778.96368,54797.47009,54815.97649,54834.4829,54852.98931
229,54871.49571,54890.00212,54908.50853,54927.01493,54945.52134,54964.02775,54982.53415,55001.04056,55019.54697,55038.05337,55056.55978,55075.06619,55093.57259
230,55112.079,55130.58541,55149.09181,55167.59822,55186.10463,55204.61103,55223.11744,55241.62385,55260.13025,55278.63666,55297.14307,55315.64947,55334.15588
231,55352.66229,55371.16869,55389.6751,55408.18151,55426.68791,55445.19432,55463.70073,55482.20713,55500.71354,55519.21995,55537.72635,55556.23276,55574.73917
232,55593.24557,55611.75198,55630.25839,55648.76479,55667.2712,55685.77761,55704.28401,55722.79042,55741.29683,55759.80323,55778.30964,55796.81605,55815.32245
233,55833.82886,55852.33527,55870.84167,55889.34808,55907.85449,55926.36089,55944.8673,55963.37371,55981.88011,56000.38652,56018.89293,56037.39933,56055.90574
234,56074.41215,56092.91855,56111.42496,56129.93137,56148.43777,56166.94418,56185.45059,56203.95699,56222.4634,56240.96981,56259.47621,56277.98262,56296.48903
235,56314.99543,56333.50184,56352.00825,56370.51465,56389.02106,56407.52746,56426.03387,56444.54028,56463.04668,56481.55309,56500.0595,56518.5659,56537.07231
236,56555.57872,56574.08512,56592.59153,56611.09794,56629.60434,56648.11075,56666.61716,56685.12356,56703.62997,56722.13638,56740.64278,56759.14919,56777.6556
237,56796.162,56814.66841,56833.17482,56851.68122,56870.18763,56888.69404,56907.20044,56925.70685,56944.21326,56962.71966,56981.22607,56999.73248,57018.23888
238,57036.74529,57055.2517,57073.7581,57092.26451,57110.77092,57129.27732,57147.78373,57166.29014,57184.79654,57203.30295,57221.80936,57240.31576,57258.82217
239,57277.32858,57295.83498,57314.34139,57332.8478,57351.3542,57369.86061,57388.36702,57406.87342,57425.37983,57443.88624,57462.39264,57480.89905,57499.40546
240,57517.91186,57536.41827,57554.92468,57573.43108,57591.93749,57610.4439,57628.9503,57647.45671,57665.96312,57684.46952,57702.97593,57721.48234,57739.98874
241,57758.49515,57777.00156,57795.50796,57814.01437,57832.52078,57851.02718,57869.53359,57888.04,57906.5464,57925.05281,57943.55922,57962.06562,57980.57203
242,57999.07844,58017.58484,58036.09125,58054.59766,58073.10406,58091.61047,58110.11688,58128.62328,58147.12969,58165.6361,58184.1425,58202.64891,58221.15532
243,58239.66172,58258.16813,58276.67454,58295.18094,58313.68735,58332.19376,58350.70016,58369.20657,58387.71298,58406.21938,58424.72579,58443.2322,58461.7386
244,58480.24501,58498.75142,58517.25782,58535.76423,58554.27064,58572.77704,58591.28345,58609.78986,58628.29626,58646.80267,58665.30908,58683.81548,58702.32189
245,58720.8283,58739.3347,58757.84111,58776.34752,58794.85392,58813.36033,58831.86674,58850.37314,58868.87955,58887.38596,58905.89236,58924.39877,58942.90518
246,58961.41158,58979.91799,58998.4244,59016.9308,59035.43721,59053.94362,59072.45002,59090.95643,59109.46284,59127.96924,59146.47565,59164.98206,59183.48846
247,59201.99487,59220.50128,59239.00768,59257.51409,59276.0205,59294.5269,59313.03331,59331.53972,59350.04612,59368.55253,59387.05894,59405.56534,59424.07175
248,59442.57816,59461.08456,59479.59097,59498.09738,59516.60378,59535.11019,59553.6166,59572.123,59590.62941,59609.13582,59627.64222,59646.14863,59664.65504
249,59683.16144,59701.66785,59720.17426,59738.68066,59757.18707,59775.69348,59794.19988,59812.70629,59831.21269,59849.7191,59868.22551,59886.73191,59905.23832
250,59923.74473,59942.25113,59960.75754,59979.26395,59997.77035,60016.27676,60034.78317,60053.28957,60071.79598,60090.30239,60108.80879,60127.3152,60145.82161
251,60164.32801,60182.83442,60201.34083,60219.84723,60238.35364,60256.86005,60275.36645,60293.87286,60312.37927,60330.88567,60349.39208,60367.89849,60386.40489
252,60404.9113,60423.41771,60441.92411,60460.43052,60478.93693,60497.44333,60515.94974,60534.45615,60552.96255,60571.46896,60589.97537,60608.48177,60626.98818
253,60645.49459,60664.00099,60682.5074,60701.01381,60719.52021,60738.02662,60756.53303,60775.03943,60793.54584,60812.05225,60830.55865,60849.06506,60867.57147
254,60886.07787,60904.58428,60923.09069,60941.59709,60960.1035,60978.60991,60997.11631,61015.62272,61034.12913,61052.63553,61071.14194,61089.64835,61108.15475
255,61126.66116,61145.16757,61163.67397,61182.18038,61200.68679,61219.19319,61237.6996,61256.20601,61274.71241,61293.21882,61311.72523,61330.23163,61348.73804
256,61367.24445,61385.75085,61404.25726,61422.76367,61441.27007,61459.77648,61478.28289,61496.78929,61515.2957,61533.80211,61552.30851,61570.81492,61589.32133
257,61607.82773,61626.33414,61644.84055,61663.34695,61681.85336,61700.35977,61718.86617,61737.37258,61755.87899,61774.38539,61792.8918,61811.39821,61829.90461
258,61848.41102,61866.91743,61885.42383,61903.93024,61922.43665,61940.94305,61959.44946,61977.95587,61996.46227,62014.96868,62033.47509,62051.98149,62070.4879
259,62088.99431,62107.50071,62126.00712,62144.51353,62163.01993,62181.52634,62200.03275,62218.53915,62237.04556,62255.55197,62274.05837,62292.56478,62311.07119
260,62329.57759,62348.084,62366.59041,62385.09681,62403.60322,62422.10963,62440.61603,62459.12244,62477.62885,62496.13525,62514.64166,62533.14807,62551.65447
261,62570.16088,62588.66729,62607.17369,62625.6801,62644.18651,62662.69291,62681.19932,62699.70573,62718.21213,62736.71854,62755.22495,62773.73135,62792.23776
262,62810.74417,62829.25057,62847.75698,62866.26339,62884.76979,62903.2762,62921.78261,62940.28901,62958.79542,62977.30183,62995.80823,63014.31464,63032.82105
263,63051.32745,63069.83386,63088.34027,63106.84667,63125.35308,63143.85949,63162.36589,63180.8723,63199.37871,63217.88511,63236.39152,63254.89792,63273.40433
264,63291.91074,63310.41714,63328.92355,63347.42996,63365.93636,63384.44277,63402.94918,63421.45558,63439.96199,63458.4684,63476.9748,63495.48121,63513.98762
265,63532.49402,63551.00043,63569.50684,63588.01324,63606.51965,63625.02606,63643.53246,63662.03887,63680.54528,63699.05168,63717.55809,63736.0645,63754.5709
266,63773.07731,63791.58372,63810.09012,63828.59653,63847.10294,63865.60934,63884.11575,63902.62216,63921.12856,63939.63497,63958.14138,63976.64778,63995.15419
267,64013.6606,64032.167,64050.67341,64069.17982,64087.68622,64106.19263,64124.69904,64143.20544,64161.71185,64180.21826,64198.72466,64217.23107,64235.73748
268,64254.24388,64272.75029,64291.2567,64309.7631,64328.26951,64346.77592,64365.28232,64383.78873,64402.29514,64420.80154,64439.30795,64457.81436,64476.32076
269,64494.82717,64513.33358,64531.83998,64550.34639,64568.8528,64587.3592,64605.86561,64624.37202,64642.87842,64661.38483,64679.89124,64698.39764,64716.90405
270,64735.41046,64753.91686,64772.42327,64790.92968,64809.43608,64827.94249,64846.4489,64864.9553,64883.46171,64901.96812,64920.47452,64938.98093,64957.48734
271,64975.99374,64994.50015,65013.00656,65031.51296,65050.01937,65068.52578,65087.03218,65105.53859,65124.045,65142.5514,65161.05781,65179.56422,65198.07062
272,65216.57703,65235.08344,65253.58984,65272.09625,65290.60266,65309.10906,65327.61547,65346.12188,65364.62828,65383.13469,65401.6411,65420.1475,65438.65391
273,65457.16032,65475.66672,65494.17313,65512.67954,65531.18594,65549.69235,65568.19876,65586.70516,65605.21157,65623.71798,65642.22438,65660.73079,65679.2372
274,65697.7436,65716.25001,65734.75642,65753.26282,65771.76923,65790.27564,65808.78204,65827.28845,65845.79486,65864.30126,65882.80767,65901.31408,65919.82048
275,65938.32689,65956.8333,65975.3397,65993.84611,66012.35252,66030.85892,66049.36533,66067.87174,66086.37814,66104.88455,66123.39096,66141.89736,66160.40377
276,66178.91018,66197.41658,66215.92299,66234.4294,66252.9358,66271.44221,66289.94862,66308.45502,66326.96143,66345.46784,66363.97424,66382.48065,66400.98706
277,66419.49346,66437.99987,66456.50628,66475.01268,66493.51909,66512.0255,66530.5319,66549.03831,66567.54472,66586.05112,66604.55753,66623.06394,66641.57034
278,66660.07675,66678.58315,66697.08956,66715.59597,66734.10237,66752.60878,66771.11519,66789.62159,66808.128,66826.63441,66845.14081,66863.64722,66882.15363
279,66900.66003,66919.16644,66937.67285,66956.17925,66974.68566,66993.19207,67011.69847,67030.20488,67048.71129,67067.21769,67085.7241,67104.23051,67122.73691
280,67141.24332,67159.74973,67178.25613,67196.76254,67215.26895,67233.77535,67252.28176,67270.78817,67289.29457,67307.80098,67326.30739,67344.81379,67363.3202
281,67381.82661,67400.33301,67418.83942,67437.34583,67455.85223,67474.35864,67492.86505,67511.37145,67529.87786,67548.38427,67566.89067,67585.39708,67603.90349
282,67622.40989,67640.9163,67659.42271,67677.92911,67696.43552,67714.94193,67733.44833,67751.95474,67770.46115,67788.96755,67807.47396,67825.98037,67844.48677
283,67862.99318,67881.49959,67900.00599,67918.5124,67937.01881,67955.52521,67974.03162,67992.53803,68011.04443,68029.55084,68048.05725,68066.56365,68085.07006
284,68103.57647,68122.08287,68140.58928,68159.09569,68177.60209,68196.1085,68214.61491,68233.12131,68251.62772,68270.13413,68288.64053,68307.14694,68325.65335
